talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
203,We're worried about local warming ... in your lap,Yossi Vardi,1048007,07-03-2007,04-01-2008,TED2007,75,375,"comedy, humor"
204,Tales of passion,Isabel Allende,5024994,03-03-2007,03-01-2008,TED2007,498,1080,"entertainment, global issues, love, parenting, storytelling, women, world cultures, South America"
205,The mystery box,J.J. Abrams,4144038,03-03-2007,10-01-2008,TED2007,236,1082,"entertainment, film, humor, storytelling, technology, movies"
206,Underwater astonishments,David Gallo,15890639,03-03-2007,11-01-2008,TED2007,582,327,"animals, evolution, exploration, fish, oceans, science, technology, marine biology"
207,Treat design as art,Paola Antonelli,668788,03-03-2007,15-01-2008,TED2007,42,1097,"art, culture, design, museums, graphic design"
208,The life-long learner,Bernie Dunlap,2142570,03-03-2007,23-01-2008,TED2007,215,1148,"culture, education, entertainment, library, literature, race, storytelling"
209,"Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,738963,02-02-2002,20-01-2008,TED2002,99,2128,"MacArthur grant, activism, children, cities, culture, philanthropy, live music"
210,An unusual glimpse at celebrity,Alison Jackson,735033,07-07-2005,28-01-2008,TEDGlobal 2005,35,1056,"art, culture, entertainment, photography"
211,TED's nonprofit transition,Chris Anderson,372019,02-02-2002,30-01-2008,TED2002,121,775,"business, community, culture, global issues, philanthropy, philosophy, technology"
212,The idea behind Zipcar (and what comes next),Robin Chase,520440,03-03-2007,31-01-2008,TED2007,81,819,"business, cars, cities, technology, transportation"
213,A song of the city,Jaime Lerner,729131,03-03-2007,04-02-2008,TED2007,67,943,"Brazil, cities, culture, design, green, humor, sustainability, transportation, infrastructure, South America"
214,A plant's-eye view,Michael Pollan,1783033,03-03-2007,07-02-2008,TED2007,171,1045,"animals, bees, business, culture, evolution, food, garden, global issues, science, plants, ecology"
215,An illustrated journey through Rome,David Macaulay,768807,02-02-2002,06-02-2008,TED2002,33,1295,"MacArthur grant, ancient world, art, cities, communication, culture, design, humor, books"
216,The new power of collaboration,Howard Rheingold,1194059,02-02-2005,11-02-2008,TED2005,65,1171,"business, collaboration, communication, community, culture, global issues, humanity, wikipedia"
217,What security means to me,Eve Ensler,1262685,07-07-2005,18-09-2008,TEDGlobal 2005,102,825,"activism, culture, global issues, spoken word, technology, violence, war, women"
218,The untouchable music of the theremin,Pamelia Kurstin,2141178,02-02-2002,13-02-2008,TED2002,109,1151,"live music, music, performance, technology"
219,Building uniqueness,Moshe Safdie,618437,03-03-2002,18-02-2008,TED2002,35,1066,"architecture, cities, collaboration, creativity, design, museums, visualizations"
220,A parable for Kenya,Joseph Lekuton,227293,06-06-2007,25-02-2008,TEDGlobal 2007,43,326,"Africa, collaboration, culture, global issues, politics"
221,The story of Project Orion,George Dyson,850381,02-02-2002,14-02-2008,TED2002,53,518,"NASA, Planets, future, history, physics, rocket science, science, space, storytelling, technology"
222,The Jill and Julia Show,Jill Sobule,547608,03-03-2007,20-02-2008,TED2007,48,374,"collaboration, entertainment, guitar, humor, singer, storytelling, comedy"
223,Juggle and jest, Raspyni Brothers,859997,02-02-2002,22-02-2008,TED2002,84,927,"collaboration, entertainment, humor, physics"
224,A preview of the WorldWide Telescope,Curtis Wong,1138903,27-02-2008,27-02-2008,TED2008,70,402,"astronomy, collaboration, demo, science, technology, universe, telescopes"
225,Model rocketry,Steve Jurvetson,452252,03-03-2007,27-02-2008,TED2007,27,202,"children, design, entertainment, parenting, photography, rocket science, space, toy"
227,On the verge of creating synthetic life,Craig Venter,1201342,28-02-2008,06-03-2008,TED2008,141,954,"alternative energy, creativity, energy, genetics, global issues, invention, science, technology"
228,A powerful idea about ideas,Alan Kay,854983,03-03-2007,04-03-2008,TED2007,64,1237,"children, collaboration, computers, design, technology"
229,My stroke of insight,Jill Bolte Taylor,26553231,27-02-2008,12-03-2008,TED2008,2984,1099,"biology, brain, consciousness, global issues, illness, science"
230,"5 predictions, from 1984",Nicholas Negroponte,1085611,02-02-1984,11-03-2008,TED1984,69,1523,"demo, design, entertainment, future, interface design, media, technology, movies"
231,My days as a young rebel,Frank Gehry,703868,03-03-1990,13-03-2008,TED1990,9,2678,"architecture, collaboration, design, global issues, technology"
232,My wish: Find the next Einstein in Africa,Neil Turok,612464,28-02-2008,20-03-2008,TED2008,70,1490,"Africa, TED Prize, education, math, physics, science, technology"
233,My wish: Once Upon a School,Dave Eggers,1621045,28-02-2008,18-03-2008,TED2008,235,1535,"TED Prize, activism, children, collaboration, culture, design, education, entertainment, global issues, writing, teaching"
234,My wish: The Charter for Compassion,Karen Armstrong,1809846,28-02-2008,19-03-2008,TED2008,466,1288,"TED Prize, collaboration, faith, global issues, religion"
235,The search for the true face of Leonardo,Siegfried Woldhek,1349999,29-02-2008,01-04-2008,TED2008,83,264,"art, demo, design, entertainment, history, technology"
236,A look inside the brain in real time,Christopher deCharms,1940902,29-02-2008,24-03-2008,TED2008,169,242,"biology, brain, business, demo, medicine, science, technology, visualizations"
237,The call to learn,Clifford Stoll,3247685,28-02-2006,26-03-2008,TED2006,255,1077,"culture, education, science, technology, web"
239,Sputnik mania,David Hoffman,381505,03-03-2007,02-04-2008,TED2007,42,230,"education, history, math, science, space, technology, war"
241,A new kind of music video,Jakob Trollback,539054,03-03-2007,03-04-2008,TED2007,70,240,"art, demo, design, entertainment, film, music, online video, visualizations, animation"
242,Questioning the universe,Stephen Hawking,12954031,27-02-2008,04-04-2008,TED2008,599,612,"String theory, evolution, math, physics, science, time, universe"
243,New thinking on the climate crisis,Al Gore,2187523,03-03-2008,08-04-2008,TED2008,672,1674,"activism, climate change, global issues, science"
245,Free or cheap Wii Remote hacks,Johnny Lee,6928522,28-02-2008,11-04-2008,TED2008,262,340,"business, demo, design, education, entertainment, gaming, hack, technology"
246,Inventing instruments that unlock new music,Tod Machover,582013,03-03-2008,15-04-2008,TED2008,89,1241,"creativity, demo, design, entertainment, health care, live music, music, technology, writing"
247,The new open-source economics,Yochai Benkler,893977,07-07-2005,16-04-2008,TEDGlobal 2005,94,1072,"Google, business, collaboration, economics, law, social change, technology, wikipedia"
248,How the news distorts our worldview,Alisa Miller,2194901,03-03-2008,14-05-2008,TED2008,229,269,"Google, business, economics, entertainment, global issues, media, news"
249,World-class health care,Ernest Madu,429128,06-06-2007,17-04-2008,TEDGlobal 2007,53,1003,"Africa, activism, global issues, health, health care, heart health, public health, science, global development"
250,Where does creativity hide?,Amy Tan,3260725,02-02-2008,22-04-2008,TED2008,158,1372,"culture, entertainment, storytelling, writing"
251,Making sense of string theory,Brian Greene,6251793,02-02-2005,22-04-2008,TED2005,555,1146,"String theory, physics, science, universe"
252,Your genes are not your fate,Dean Ornish,1738412,03-03-2008,16-06-2008,TED2008,106,192,"aging, genetics, health, health care, medicine, science"
253,CERN's supercollider,Brian Cox,4109646,03-03-2008,29-04-2008,TED2008,302,899,"String theory, big bang, education, physics, science, technology, quantum physics"
254,Wake up! It's They Might Be Giants!, They Might Be Giants,435254,03-03-2007,29-04-2008,TED2007,39,1041,"entertainment, humor, music, live music, performance"
255,The thinking behind 50x15,Hector Ruiz,341962,06-06-2007,01-05-2008,TEDGlobal 2007,32,1197,"Africa, education, global issues, philanthropy, technology"
258,6 ways mushrooms can save the world,Paul Stamets,6233365,03-03-2008,06-05-2008,TED2008,369,1064,"biology, design, food, global issues, pollution, science, technology, fungi"
259,Can we domesticate germs?,Paul Ewald,593367,03-03-2007,07-05-2008,TED2007,72,1071,"bacteria, biology, disease, evolution, global issues, health, illness, medicine, microbiology, science"
260,Juggling as art ... and science,Michael Moschen,1071182,03-03-2002,08-05-2008,TED2002,83,2222,"MacArthur grant, dance, entertainment, math, music, physics, sports"
261,A thought experiment on the intelligence of crows,Joshua Klein,2674588,03-03-2008,13-05-2008,TED2008,308,606,"animals, design, hack, intelligence, interface design, technology"
263,What's wrong with what we eat,Mark Bittman,4744368,12-12-2007,15-05-2008,EG 2007,582,1208,"environment, food, green, obesity, sustainability, Best of the Web"
264,The astonishing hidden world of the deep ocean,Robert Ballard,1649030,29-02-2008,20-05-2008,TED2008,197,1099,"adventure, animals, biodiversity, education, exploration, fish, oceans, science, submarine"
266,Designing objects that tell stories,Yves Béhar,1278757,29-02-2008,21-05-2008,TED2008,68,1063,"business, computers, creativity, design, sex, society"
267,Moving sculpture,Arthur Ganson,937775,03-03-2004,27-05-2008,TED2002,79,944,"art, design, engineering, entertainment, humor, philosophy"
268,A hospital tour in Nigeria,Seyi Oyesola,267823,06-06-2007,27-05-2008,TEDGlobal 2007,49,863,"activism, design, health, health care, invention, public health, technology"
269,"Memes and ""temes""",Susan Blackmore,890917,29-02-2008,03-06-2008,TED2008,366,1168,"brain, culture, design, evolution, meme, technology"
270,"The ""bottom billion""",Paul Collier,1498090,03-03-2008,28-05-2008,TED2008,144,1011,"Africa, activism, business, economics, global issues, politics, poverty, global development, inequality"
271,"Archeology, animal photography, BBQ ...",Nathan Myhrvold,608112,03-03-2007,04-06-2008,TED2007,58,1034,"animals, dinosaurs, entertainment, exploration, fish, humor, photography, archaeology"
272,The psychology of evil,Philip Zimbardo,7152998,02-02-2008,23-09-2008,TED2008,457,1396,"children, crime, culture, education, evil, global issues, peace, prison, psychology"
273,The worldwide web of belief and ritual,Wade Davis,1867266,02-02-2008,10-06-2008,TED2008,183,1152,"anthropology, beauty, culture, faith, global issues, photography, religion, indigenous peoples"
274,Institutions vs. collaboration,Clay Shirky,1330540,01-07-2005,10-07-2008,TEDGlobal 2005,64,1246,"business, cognitive science, collaboration, culture, social change, society, technology"
276,The ancestor of language,Murray Gell-Mann,953706,03-03-2007,11-06-2008,TED2007,80,135,"culture, global issues, history, language, physics"
278,The birth of the computer,George Dyson,977503,03-03-2003,15-06-2008,TED2003,88,1038,"computers, engineering, history, library, military, science, software, technology"
279,Turning powerful stats into art,Chris Jordan,1930801,02-02-2008,15-06-2008,TED2008,230,674,"art, beauty, business, culture, photography, plastic, statistics"
280,Robots inspired by cockroach ingenuity,Robert Full,1095105,02-02-2002,19-06-2008,TED2002,89,1222,"animals, design, evolution, robots, science, technology, transportation"
282,What happens when you lose everything,David Hoffman,1172146,02-02-2008,09-07-2008,TED2008,176,240,"culture, film, library, personal growth, storytelling, movies"
285,A mobile fridge for vaccines,Adam Grosser,975371,02-02-2007,23-06-2008,TED2007,143,211,"Vaccines, design, food, global issues, invention, medicine, technology"
286,The transformative power of classical music,Benjamin Zander,13560900,02-02-2008,25-06-2008,TED2008,683,1243,"conducting, creativity, culture, entertainment, live music, music, performance"
287,"""Clonie""",Nellie McKay,840407,29-02-2008,27-06-2008,TED2008,44,140,"culture, entertainment, genetics, live music, piano, science, singer"
288,"One Laptop per Child, two years on",Nicholas Negroponte,473076,12-12-2007,26-06-2008,EG 2007,43,1000,"activism, computers, design, technology, Best of the Web"
292,Stephen Hawking's zero g flight,Peter Diamandis,548044,02-02-2008,30-06-2008,TED2008,42,241,"business, flight, science, space, technology, universe"
294,On humanity,Chris Abani,953254,02-02-2008,22-07-2008,TED2008,145,974,"Africa, culture, entertainment, humanity, humor, literature, poetry, writing"
296,"""Mother of Pearl,"" ""If I Had You""",Nellie McKay,1391252,02-02-2008,11-07-2008,TED2008,61,334,"entertainment, humor, love, music, piano, women, live music, performance"
297,The story of a girl,Rick Smolan,1370971,12-12-2007,02-07-2008,EG 2007,205,1507,"art, children, family, global issues, media, photography, storytelling, Best of the Web"
298,"""Peace on Earth""",Raul Midon,390568,03-03-2007,03-07-2008,TED2007,50,559,"entertainment, guitar, music, peace, singer, storytelling, performance, live music"
299,A hero of the Congo forest,Corneille Ewango,501296,06-06-2007,07-07-2008,TEDGlobal 2007,41,1098,"Africa, activism, animals, biodiversity, trees, war, ecology"
